Model,Temperature,Step_Similarity
WizardMath-7B-V1.1,0.0,0.3439216198706433
WizardMath-7B-V1.1,0.3,0.3439216198706433
WizardMath-7B-V1.1,0.6,0.3439216198706433
WizardMath-7B-V1.1,0.8,0.3439216198706433
WizardMath-7B-V1.1,1.0,0.3439216198706433
WizardMath-7B-V1.1,1.3,0.3439216198706433
WizardMath-7B-V1.1,1.6,0.3439216198706433
WizardMath-7B-V1.1,1.8,0.3435629709168429
WizardMath-7B-V1.1,2.0,0.3439216198706433
