Model,Temperature,Step_Similarity
Abel-7B-002,0.0,0.3401490099121242
Abel-7B-002,0.3,0.3401490099121242
Abel-7B-002,0.6,0.3401490099121242
Abel-7B-002,0.8,0.3401490099121242
Abel-7B-002,1.0,0.3401490099121242
Abel-7B-002,1.3,0.3401490099121242
Abel-7B-002,1.6,0.3401490099121242
Abel-7B-002,1.8,0.3394023178205267
Abel-7B-002,2.0,0.34043879415599443
