Model,Dataset,Temperature,Source,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
WizardMath-7B-V1.1,hybrid_reasoning,0.0,math,0.5282501861797646,0.23656220285594462,0.5263472290039063
WizardMath-7B-V1.1,hybrid_reasoning,0.0,mr-gsm8k,0.808163475333713,0.13975000724196435,0.658685302734375
WizardMath-7B-V1.1,hybrid_reasoning,0.3,math,0.516694553940557,0.23651840537413954,0.5093847045898438
WizardMath-7B-V1.1,hybrid_reasoning,0.3,mr-gsm8k,0.7851951681450009,0.12806452743709087,0.6413623046875
WizardMath-7B-V1.1,hybrid_reasoning,1.0,math,0.4832186914216727,0.2136779948323965,0.46760821533203123
WizardMath-7B-V1.1,hybrid_reasoning,1.0,mr-gsm8k,0.7504675893858075,0.14232521302998066,0.65716064453125
WizardMath-7B-V1.1,hybrid_reasoning,1.6,math,0.28651170136220755,0.24064292195811868,0.23724334716796874
WizardMath-7B-V1.1,hybrid_reasoning,1.6,mr-gsm8k,0.41590642515569926,0.18127657599747182,0.3332632446289063
